Country,Country_Code,Year,Arrivals_in_Thousands,Departures_in_Thousands,Expenditures_in_USD_Millions,Receipts_in_USD_Millions
Sierra Leone,SLE,1996,21.9,,29.0,36.5
El Salvador,SLV,1996,283.0,492.0,155.0,102.0
San Marino,SMR,1996,30.0,,,
Somalia,SOM,1996,,,,
Serbia,SRB,1996,,,,
Sub-Saharan Africa (excluding high income),SSA,1996,14602.9315181999,,7944.423341276471,
South Sudan,SSD,1996,,,,
Sub-Saharan Africa,SSF,1996,14740.2936891522,,8139.782797595821,
Small states,SST,1996,15252.2601415559,,,3443.2693962203302
Sao Tome and Principe,STP,1996,6.4,,,
Suriname,SUR,1996,53.0,,44.0,38.0
Slovak Republic,SVK,1996,951.0,,681.0,517.0
Slovenia,SVN,1996,832.0,,1280.0,638.0
Sweden,SWE,1996,2376.0,10390.0,4534.0,7642.0
Eswatini,SWZ,1996,315.0,,42.0,44.0
Sint Maarten (Dutch part),SXM,1996,365.0,,322.0,62.0
Seychelles,SYC,1996,131.0,29.0,182.0,31.0
Syrian Arab Republic,SYR,1996,830.0,1871.0,1165.0,513.0
Turks and Caicos Islands,TCA,1996,88.0,,99.0,174.0
Chad,TCD,1996,,,22.0,49.0
East Asia & Pacific (IDA & IBRD countries),TEA,1996,47402.776098977,21204.832332691396,36180.34009212461,16633.4065378562
Europe & Central Asia (IDA & IBRD countries),TEC,1996,61487.517205100594,91683.9702160254,26567.237460431,21111.765043089297
Togo,TGO,1996,58.0,,10.0,19.0
Thailand,THA,1996,7244.0,1845.0,10367.0,4735.0
Tajikistan,TJK,1996,0.7,,,
Turkmenistan,TKM,1996,217.0,29.0,13.0,74.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,1996,40555.0,24921.576328343202,23236.0,21548.1355774155
Timor-Leste,TLS,1996,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,1996,14390.852844666199,,10551.4987873224,5292.98070757775
Tonga,TON,1996,27.0,,13.0,
South Asia (IDA & IBRD),TSA,1996,3930.66156568701,5666.330192653089,4254.38409579367,2661.23769577935
Sub-Saharan Africa (IDA & IBRD countries),TSS,1996,14740.2936891522,,8139.782797595821,
Trinidad and Tobago,TTO,1996,266.0,248.0,262.0,98.0
Tunisia,TUN,1996,3885.0,1428.0,1895.0,282.0
Turkey,TUR,1996,7966.0,4261.0,5650.0,1265.0
Tuvalu,TUV,1996,1.0,,,
Tanzania,TZA,1996,315.0,148.0,473.0,412.0
Uganda,UGA,1996,174.0,,117.0,135.0
Ukraine,UKR,1996,3854.0,6004.0,448.0,405.0
Upper middle income,UMC,1996,118183.15822941299,69558.3121835889,69915.3172853817,51999.633371857
Uruguay,URY,1996,2152.0,,890.0,339.0
United States,USA,1996,46489.0,52999.0,102196.0,65477.0
Uzbekistan,UZB,1996,173.0,,15.0,
St. Vincent and the Grenadines,VCT,1996,58.0,,64.0,8.0
"Venezuela, RB",VEN,1996,759.0,511.0,1026.0,2336.0
British Virgin Islands,VGB,1996,244.0,,227.0,
Virgin Islands (U.S.),VIR,1996,373.0,,781.0,
Vietnam,VNM,1996,1607.0,,,
Vanuatu,VUT,1996,46.0,11.0,56.0,10.0
World,WLD,1996,554551.599274845,656452.2412863739,523745.248944663,485632.917839169
Samoa,WSM,1996,73.0,,40.39802,8.9
Kosovo,XKX,1996,,,,
"Yemen, Rep.",YEM,1996,74.0,,55.0,78.0
South Africa,ZAF,1996,4915.0,,3137.0,2322.0
Zambia,ZMB,1996,264.0,,,
Zimbabwe,ZWE,1996,1597.0,69.0,232.0,118.0
Aruba,ABW,1997,650.0,,726.0,161.0
Afghanistan,AFG,1997,,,,
Angola,AGO,1997,45.0,,24.0,125.0
Albania,ALB,1997,119.0,,34.0,13.0
Andorra,AND,1997,,,,
Arab World,ARB,1997,23843.3205674855,,16047.6459020133,
United Arab Emirates,ARE,1997,2476.0,,814.0,
Argentina,ARG,1997,2764.0,4517.0,3153.0,4973.0
Armenia,ARM,1997,23.0,,33.0,45.0
American Samoa,ASM,1997,26.0,,,
Antigua and Barbuda,ATG,1997,240.0,,278.0,27.0
Australia,AUS,1997,4318.0,2933.0,11735.0,8880.0
Austria,AUT,1997,16647.0,,12275.0,10672.0
Azerbaijan,AZE,1997,,654.0,176.0,193.0
Burundi,BDI,1997,11.0,10.0,1.440072,4.0
Belgium,BEL,1997,6037.0,7548.0,4529.0,7895.0
Benin,BEN,1997,148.0,,56.2,34.0
Burkina Faso,BFA,1997,138.0,,,
Bangladesh,BGD,1997,182.0,866.0,62.0,314.0
Bulgaria,BGR,1997,2980.0,3059.0,517.0,355.0
Bahrain,BHR,1997,2600.0,,578.0,318.0
"Bahamas, The",BHS,1997,1618.0,,1427.0,310.0
Bosnia and Herzegovina,BIH,1997,115.0,,,
Belarus,BLR,1997,253.5,969.0,40.0,122.0
Belize,BLZ,1997,146.0,,97.0,30.0
Bermuda,BMU,1997,380.0,,478.0,
Bolivia,BOL,1997,355.0,285.0,129.0,96.0
Brazil,BRA,1997,2850.0,4014.0,1025.0,6208.0
Barbados,BRB,1997,472.0,,672.0,120.0
Brunei Darussalam,BRN,1997,,,,
Bhutan,BTN,1997,5.4,,6.0,
Botswana,BWA,1997,607.0,,141.0,104.0
Central African Republic,CAF,1997,17.0,,2.0,51.0
Canada,CAN,1997,17669.0,19111.0,10390.0,14151.0
Central Europe and the Baltics,CEB,1997,43855.0,86835.3931637958,23151.1,13173.0
Switzerland,CHE,1997,7039.0,12515.0,10036.0,8944.0
Channel Islands,CHI,1997,,,,
Chile,CHL,1997,1644.0,,1401.0,1132.0
China,CHN,1997,23770.0,5324.0,12626.0,9220.0
Cote d'Ivoire,CIV,1997,,,103.0,317.0
Cameroon,CMR,1997,,,119.0,175.0
"Congo, Dem. Rep.",COD,1997,30.0,,,
"Congo, Rep.",COG,1997,27.0,,10.0,68.0
Colombia,COL,1997,639.0,1071.0,1315.0,1560.0
Comoros,COM,1997,26.0,,26.0,
Cabo Verde,CPV,1997,45.0,,50.0,25.0
Costa Rica,CRI,1997,811.0,288.0,860.0,401.0
Caribbean small states,CSS,1997,4706.0,,4783.0,954.0
Cuba,CUB,1997,1153.0,83.0,1515.0,
Curacao,CUW,1997,205.0,,201.0,
Cayman Islands,CYM,1997,381.0,,501.0,
Cyprus,CYP,1997,2088.0,422.0,1851.506,512.1768
Czech Republic,CZE,1997,4976.0,,3620.0,2355.0
Germany,DEU,1997,15837.0,55800.0,24501.0,59000.0
Djibouti,DJI,1997,20.0,,4.2,17.1
Dominica,DMA,1997,65.0,,48.0,7.0
Denmark,DNK,1997,2158.0,4693.0,3156.0,4194.0
Dominican Republic,DOM,1997,2211.0,355.0,2099.0,339.0
Algeria,DZA,1997,635.0,827.0,28.0,144.0
East Asia & Pacific (excluding high income),EAP,1997,48612.8664769278,23276.586927428,37726.5082020947,21355.374652718398
Early-demographic dividend,EAR,1997,78919.9199818043,58531.217475151294,56168.8676681867,37840.593734229
East Asia & Pacific,EAS,1997,84604.9949241749,,87966.9925127203,108958.240651997
Europe & Central Asia (excluding high income),ECA,1997,46116.691965112106,43987.46214528239,17476.5359651185,15078.509148246201
Europe & Central Asia,ECS,1997,336654.250569372,350518.786935096,249519.63848647798,232717.93689612398
Ecuador,ECU,1997,529.0,321.0,335.0,331.0
"Egypt, Arab Rep.",EGY,1997,3656.0,2722.0,4046.0,1431.0
Euro area,EMU,1997,217627.0,143099.91411606802,162559.506,145941.1768
Eritrea,ERI,1997,410.0,,90.0,
Spain,ESP,1997,39553.0,3980.0,28649.0,6163.0
Estonia,EST,1997,730.0,1616.0,597.0,162.0
Ethiopia,ETH,1997,139.0,,157.0,48.0
European Union,EUU,1997,285078.0,284221.89279375697,220363.606,204244.1768
Fragile and conflict affected situations,FCS,1997,6024.80750122367,,3569.78630081381,
Finland,FIN,1997,1832.0,5233.0,2358.0,2541.0
Fiji,FJI,1997,359.0,74.0,386.0,87.0
France,FRA,1997,66591.0,17115.0,27402.0,17490.0
Faroe Islands,FRO,1997,,,,
"Micronesia, Fed. Sts.",FSM,1997,17.2,,15.8,4.6
Gabon,GAB,1997,167.0,,103.0,156.0
United Kingdom,GBR,1997,23215.0,45957.0,30483.0,35954.0
Georgia,GEO,1997,313.0,355.0,75.0,171.0
Ghana,GHA,1997,325.0,,35.0,61.0
Gibraltar,GIB,1997,,,,
Guinea,GIN,1997,17.0,,4.8,39.0
"Gambia, The",GMB,1997,85.0,,76.0,17.0
Guinea-Bissau,GNB,1997,,,3.1,3.5
Equatorial Guinea,GNQ,1997,,,5.0,7.0
Greece,GRC,1997,10070.0,,3794.0,1537.0
Grenada,GRD,1997,111.0,,78.0,6.0
Greenland,GRL,1997,,,,
Guatemala,GTM,1997,576.0,331.0,270.0,146.0
Guam,GUM,1997,1382.0,,,
Guyana,GUY,1997,76.0,,115.0,69.0
High income,HIC,1997,414534.78051903396,464563.909138813,422512.30002763297,409885.82206052
"Hong Kong SAR, China",HKG,1997,,,9979.0,12678.0
Honduras,HND,1997,307.0,183.0,152.0,115.0
Heavily indebted poor countries (HIPC),HPC,1997,5520.39764360059,,2389.9260009604695,2730.9869698235398
Croatia,HRV,1997,4178.0,,2523.1,530.0
Haiti,HTI,1997,149.0,,107.0,35.0
Hungary,HUN,1997,2887.0,12173.0,3824.0,1511.0
IBRD only,IBD,1997,178007.209644721,149410.042798994,107866.52168042099,76157.8186928083
IDA & IBRD total,IBT,1997,193536.615663742,188985.834234309,115741.544344694,82089.7068308896
IDA total,IDA,1997,14169.756057929199,,7927.3284619356,
IDA blend,IDB,1997,5494.64882231607,,3316.63396794993,
Indonesia,IDN,1997,5185.0,,6648.0,2411.0
IDA only,IDX,1997,8579.71169283231,,4662.09037971346,3903.7071432162793
Isle of Man,IMN,1997,,,,
India,IND,1997,2374.0,3726.0,2890.0,1342.0
Not classified,INX,1997,,,,
Ireland,IRL,1997,5587.0,3053.0,3181.0,2210.0
"Iran, Islamic Rep.",IRN,1997,860.0,1433.0,190.0,396.0
Iraq,IRQ,1997,15.0,,14.0,131.0
Iceland,ISL,1997,202.0,203.0,314.0,327.0
Israel,ISR,1997,2010.0,2707.0,3740.0,2952.0
Italy,ITA,1997,34692.0,17254.0,31415.0,19676.0
Jamaica,JAM,1997,1192.0,,1290.0,205.0
Jordan,JOR,1997,1132.0,1233.0,1063.0,635.0
Japan,JPN,1997,4218.0,16803.0,6175.0,41381.0
Kazakhstan,KAZ,1997,284.0,419.0,350.0,494.0
Kenya,KEN,1997,928.0,,1077.0,152.0
Kyrgyz Republic,KGZ,1997,87.0,,7.0,11.0
Cambodia,KHM,1997,219.0,45.0,99.0,28.0
Kiribati,KIR,1997,5.1,,2.6,
St. Kitts and Nevis,KNA,1997,88.0,,72.0,6.0
"Korea, Rep.",KOR,1997,3908.0,4542.0,6317.0,8039.0
Kuwait,KWT,1997,79.0,1097.0,396.0,2684.0
Latin America & Caribbean (excluding high income),LAC,1997,36262.0,23702.227121021497,23044.0,21819.1752368263
Lao PDR,LAO,1997,193.0,,61.0,27.0
Lebanon,LBN,1997,558.0,,1000.0,
Liberia,LBR,1997,,,,
Libya,LBY,1997,,650.0,3.0,286.0
St. Lucia,LCA,1997,248.0,,253.0,29.0
Latin America & Caribbean,LCN,1997,49034.47633086839,27297.840784897897,33414.0603617221,25943.249658331402
Least developed countries: UN classification,LDC,1997,5867.65319703063,,2580.58554810682,2669.20392179817
Low income,LIC,1997,4767.931436246809,,3368.5544908734696,2518.4573222104996
Liechtenstein,LIE,1997,57.0,,,
Sri Lanka,LKA,1997,366.0,531.0,351.0,280.0
Lower middle income,LMC,1997,39333.467038556504,35712.028911058595,25376.196313864602,12660.0131566803
Low & middle income,LMY,1997,166235.634979009,126221.439329796,102187.511588086,74130.5855019627
Lesotho,LSO,1997,313.0,,33.72,17.0
Late-demographic dividend,LTE,1997,120626.51840465501,108398.48607166999,74272.67894173891,59791.075595575996
Lithuania,LTU,1997,1012.0,2981.0,399.0,289.0
Luxembourg,LUX,1997,778.0,694.0,1639.0,1115.0
Latvia,LVA,1997,635.0,1877.0,235.0,379.0
"Macao SAR, China",MAC,1997,3836.0,,2876.0,
St. Martin (French part),MAF,1997,,,,
Morocco,MAR,1997,3072.0,1203.0,1649.0,363.0
Monaco,MCO,1997,259.0,,,
Moldova,MDA,1997,,,74.0,75.0
Madagascar,MDG,1997,101.0,,110.0,101.0
Maldives,MDV,1997,366.0,33.0,286.0,51.0
Middle East & North Africa,MEA,1997,26797.0792833441,,21090.987777346,
Mexico,MEX,1997,19351.0,8910.0,8184.0,4554.0
Marshall Islands,MHL,1997,6.4,,3.0,
Middle income,MIC,1997,159788.648564298,112944.20941573,99258.4633774764,71745.2138097679
North Macedonia,MKD,1997,121.0,,29.0,33.0
Mali,MLI,1997,75.0,,25.0,65.0
Malta,MLT,1997,1111.0,172.0,789.0,216.0
Myanmar,MMR,1997,491.0,,183.0,38.0
Middle East & North Africa (excluding high income),MNA,1997,15919.0735344448,,11224.8416671749,6162.5426733490895
Montenegro,MNE,1997,,,,
Mongolia,MNG,1997,82.0,,25.0,19.0
Northern Mariana Islands,MNP,1997,685.0,,,
Mozambique,MOZ,1997,,,61.0,82.0
Mauritania,MRT,1997,,,21.0,53.0
Mauritius,MUS,1997,536.0,132.0,666.0,194.0
Malawi,MWI,1997,207.0,,32.0,81.0
Malaysia,MYS,1997,6211.0,26165.0,4925.0,3158.0
North America,NAC,1997,65816.0,72330.7819040579,117915.0,86316.67280501891
Namibia,NAM,1997,502.0,,333.0,99.0
New Caledonia,NCL,1997,105.0,63.0,117.0,
Niger,NER,1997,68.0,10.0,28.6,50.0
Nigeria,NGA,1997,611.0,,83.0,1840.0
Nicaragua,NIC,1997,358.0,330.0,82.0,86.0
Netherlands,NLD,1997,7841.0,12858.0,11750.0,12555.0
Norway,NOR,1997,2702.0,753.0,2570.0,4756.0
Nepal,NPL,1997,422.0,132.0,201.0,141.0
Nauru,NRU,1997,,,,
New Zealand,NZL,1997,,1132.0,2211.0,1461.0
OECD members,OED,1997,390801.343934463,403448.71265722596,391202.0,372173.0
Oman,OMN,1997,376.0,,192.0,347.0
Other small states,OSS,1997,11171.0540798104,,,2500.52697343198
Pakistan,PAK,1997,375.0,,618.0,591.0
Panama,PAN,1997,421.0,194.0,471.0,243.0
Peru,PER,1997,649.0,577.0,911.0,608.0
Philippines,PHL,1997,2223.0,1930.0,2347.0,1969.0
Palau,PLW,1997,74.0,,,
Papua New Guinea,PNG,1997,66.0,64.0,8.0,78.0
Poland,POL,1997,19520.0,48610.0,9053.0,5855.0
Pre-demographic dividend,PRE,1997,5450.48161103955,,3018.24189419157,
Puerto Rico,PRI,1997,3242.0,1251.0,2046.0,1235.0
"Korea, Dem. People’s Rep.",PRK,1997,,,,
Portugal,PRT,1997,4798.0,,5415.0,2491.0
Paraguay,PRY,1997,395.0,369.0,145.0,211.0
West Bank and Gaza,PSE,1997,210.0,,239.0,218.0
Pacific island small states,PSS,1997,613.460465187399,,594.245261641763,147.74013589178898
Post-demographic dividend,PST,1997,365920.10923349304,395746.637233737,383184.031334868,372256.33220977004
French Polynesia,PYF,1997,180.0,,345.0,
Qatar,QAT,1997,333.0,,,
Romania,ROU,1997,5149.0,6243.0,603.0,699.0
Russian Federation,RUS,1997,17463.0,11182.0,7164.0,10113.0
Rwanda,RWA,1997,,,19.0,22.0
South Asia,SAS,1997,4161.829071310351,5968.835469870431,4423.7576911268,2728.47107647966
Saudi Arabia,SAU,1997,,,,
Sudan,SDN,1997,30.0,,4.0,33.0
Senegal,SEN,1997,314.0,,171.0,128.0
Singapore,SGP,1997,5894.0,3671.0,6326.0,4358.0
Solomon Islands,SLB,1997,13.8,,9.7,14.8
Sierra Leone,SLE,1997,7.5,6.0,10.0,18.1
El Salvador,SLV,1997,387.0,627.0,149.0,153.0
San Marino,SMR,1997,28.0,,,
Somalia,SOM,1997,,,,
Serbia,SRB,1997,,,,
Sub-Saharan Africa (excluding high income),SSA,1997,14554.310183984699,,8433.54424989641,
South Sudan,SSD,1997,,,,
Sub-Saharan Africa,SSF,1997,14690.605970891502,,8642.85701187642,
Small states,SST,1997,16591.6072996417,,,3540.8049025924297
Sao Tome and Principe,STP,1997,4.8,,,
Suriname,SUR,1997,61.0,,38.0,41.0
Slovak Republic,SVK,1997,814.0,,555.0,484.0
Slovenia,SVN,1997,974.0,,1225.0,554.0
Sweden,SWE,1997,2388.0,10818.0,4025.0,6850.0
Eswatini,SWZ,1997,269.0,,44.0,40.0
Sint Maarten (Dutch part),SXM,1997,439.0,,379.0,65.0
Seychelles,SYC,1997,130.0,30.0,195.0,31.0
Syrian Arab Republic,SYR,1997,891.0,2299.0,1013.0,545.0
Turks and Caicos Islands,TCA,1997,93.0,,113.0,235.0
Chad,TCD,1997,,,22.0,53.0
East Asia & Pacific (IDA & IBRD countries),TEA,1997,48066.9267263185,22985.774502069897,37748.2123294388,21316.9137294164
Europe & Central Asia (IDA & IBRD countries),TEC,1997,70266.0991412466,100969.123121546,29175.2432747117,21530.1163906992
Togo,TGO,1997,92.0,,12.0,14.0
Thailand,THA,1997,7294.0,1660.0,9052.0,3752.0
Tajikistan,TJK,1997,2.1,,,
Turkmenistan,TKM,1997,257.0,31.0,46.0,127.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,1997,40142.0,25742.373811470003,24957.0,23401.2088763365
Timor-Leste,TLS,1997,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,1997,15707.953690971499,,10984.9431819513,5929.67476888233
Tonga,TON,1997,26.0,,16.0,
South Asia (IDA & IBRD),TSA,1997,4161.829071310351,5968.835469870431,4423.7576911268,2728.47107647966
Sub-Saharan Africa (IDA & IBRD countries),TSS,1997,14690.605970891502,,8642.85701187642,
Trinidad and Tobago,TTO,1997,324.0,,344.0,97.0
Tunisia,TUN,1997,4263.0,1381.0,1858.0,266.0
Turkey,TUR,1997,9040.0,4633.0,7002.0,1716.0
Tuvalu,TUV,1997,1.0,,,
Tanzania,TZA,1997,347.0,,343.0,424.0
Uganda,UGA,1997,175.0,148.0,135.0,113.0
Ukraine,UKR,1997,7558.0,9632.0,477.0,462.0
Upper middle income,UMC,1997,120653.835838257,73140.2955181728,74057.6452615119,59225.0114695985
Uruguay,URY,1997,2316.0,562.0,862.0,391.0
United States,USA,1997,47767.0,53229.0,107047.0,71948.0
Uzbekistan,UZB,1997,960.0,,198.0,
St. Vincent and the Grenadines,VCT,1997,65.0,,71.0,7.0
"Venezuela, RB",VEN,1997,814.0,460.0,623.0,1168.0
British Virgin Islands,VGB,1997,244.0,,220.0,
Virgin Islands (U.S.),VIR,1997,393.0,,894.0,
Vietnam,VNM,1997,1716.0,,,
Vanuatu,VUT,1997,50.0,11.0,53.0,10.0
World,WLD,1997,584304.845206599,687161.610410598,524846.76221235,484838.07743252796
Samoa,WSM,1997,68.0,,38.51184,11.7
Kosovo,XKX,1997,,,,
"Yemen, Rep.",YEM,1997,80.0,,70.0,124.0
South Africa,ZAF,1997,4976.0,,3422.0,2558.0
Zambia,ZMB,1997,341.0,,29.0,83.0
Zimbabwe,ZWE,1997,1336.0,123.0,205.0,120.0
Aruba,ABW,1998,647.0,,786.0,140.0
Afghanistan,AFG,1998,,,,
Angola,AGO,1998,52.0,,39.0,96.0
Albania,ALB,1998,184.0,,60.0,22.0
Andorra,AND,1998,,,,
Arab World,ARB,1998,26232.0827346466,,16079.819594078399,
United Arab Emirates,ARE,1998,2991.0,,859.0,
Argentina,ARG,1998,3012.0,4592.0,3353.0,5282.0
Armenia,ARM,1998,32.0,,41.0,55.0
American Samoa,ASM,1998,36.0,,,
Antigua and Barbuda,ATG,1998,234.0,,282.0,29.0
Australia,AUS,1998,4167.0,3161.0,10169.0,8307.0
Austria,AUT,1998,17352.0,,12694.0,10399.0
Azerbaijan,AZE,1998,,1146.0,143.0,181.0
Burundi,BDI,1998,15.0,16.0,1.3,3.0
Belgium,BEL,1998,6179.0,7776.0,4623.0,8311.0
Benin,BEN,1998,152.0,,64.2,32.0
Burkina Faso,BFA,1998,160.0,,,
Bangladesh,BGD,1998,172.0,992.0,52.0,294.0
Bulgaria,BGR,1998,2667.0,2592.0,1150.0,654.0
Bahrain,BHR,1998,2898.0,,625.0,327.0
"Bahamas, The",BHS,1998,1528.0,,1365.0,310.0
Bosnia and Herzegovina,BIH,1998,148.0,,257.0,97.0
Belarus,BLR,1998,355.0,901.0,54.0,138.0
Belize,BLZ,1998,176.0,,101.0,33.0
Bermuda,BMU,1998,370.0,,487.0,
Bolivia,BOL,1998,387.0,299.0,137.0,98.0
Brazil,BRA,1998,4818.0,4171.0,1398.0,6019.0
Barbados,BRB,1998,512.0,,721.0,126.0
Brunei Darussalam,BRN,1998,,,,
Bhutan,BTN,1998,6.2,,8.0,
Botswana,BWA,1998,750.0,,179.0,138.0
Central African Republic,CAF,1998,7.5,,4.0,44.0
Canada,CAN,1998,18870.0,17648.0,11049.0,13384.0
Central Europe and the Baltics,CEB,1998,43820.0,88459.60825295,23159.4,11670.0
Switzerland,CHE,1998,7185.0,11891.0,10188.0,8754.0
Channel Islands,CHI,1998,,,,
Chile,CHL,1998,1759.0,,1431.0,1174.0
China,CHN,1998,25073.0,8426.0,13229.0,9943.0
Cote d'Ivoire,CIV,1998,,,111.0,331.0
Cameroon,CMR,1998,,,114.0,210.0
"Congo, Dem. Rep.",COD,1998,53.0,50.0,,
"Congo, Rep.",COG,1998,20.0,,9.0,69.0
Colombia,COL,1998,674.0,1093.0,1216.0,1455.0
Comoros,COM,1998,27.0,,16.0,
Cabo Verde,CPV,1998,52.0,,45.0,32.0
Costa Rica,CRI,1998,943.0,330.0,1038.0,466.0
Caribbean small states,CSS,1998,4724.0,,4909.0,990.0
Cuba,CUB,1998,1390.0,94.0,1759.0,
Curacao,CUW,1998,199.0,,261.0,
Cayman Islands,CYM,1998,404.0,,534.0,
Cyprus,CYP,1998,2223.0,484.0,1922.333,537.6263
Czech Republic,CZE,1998,5482.0,,3894.0,1908.0
Germany,DEU,1998,16511.0,69200.0,25806.0,60253.0
Djibouti,DJI,1998,21.0,,9.3,15.9
Dominica,DMA,1998,66.0,,47.0,8.0
Denmark,DNK,1998,2073.0,4788.0,3236.0,4577.0
Dominican Republic,DOM,1998,2309.0,354.0,2153.0,380.0
Algeria,DZA,1998,678.0,879.0,74.0,269.0
East Asia & Pacific (excluding high income),EAP,1998,49142.09353912021,24734.3019083678,32089.4249348386,19246.5056447094
Early-demographic dividend,EAR,1998,82009.3738959534,62705.1673333386,53459.1913067241,39474.7776679435
East Asia & Pacific,EAS,1998,84590.1033530197,111029.513515529,77116.2159988064,94690.6384827601
Europe & Central Asia (excluding high income),ECA,1998,42768.2138236082,42397.254513594504,17684.8503576939,13929.5812342473
Europe & Central Asia,ECS,1998,346867.95705568796,375279.388540475,262338.946701803,244934.153601943
Ecuador,ECU,1998,511.0,330.0,330.0,325.0
"Egypt, Arab Rep.",EGY,1998,3213.0,2854.0,2942.0,1271.0
Euro area,EMU,1998,229558.0,161547.98386923,173109.333,153103.6263
Eritrea,ERI,1998,188.0,,34.0,
Spain,ESP,1998,41892.0,4794.0,31592.0,7119.0
Estonia,EST,1998,825.0,1659.0,668.0,197.0
Ethiopia,ETH,1998,112.0,,152.0,51.0
European Union,EUU,1998,297044.0,309695.571035271,233137.733,217415.6263
Fragile and conflict affected situations,FCS,1998,7321.25562261299,,3905.6645404613296,
Finland,FIN,1998,1867.0,4743.0,2371.0,2565.0
Fiji,FJI,1998,371.0,78.0,309.0,67.0
France,FRA,1998,70109.0,18077.0,29490.0,18819.0
Faroe Islands,FRO,1998,,,,
"Micronesia, Fed. Sts.",FSM,1998,13.4,,13.2,4.8
Gabon,GAB,1998,195.0,203.0,110.0,158.0
United Kingdom,GBR,1998,23710.0,50872.0,31658.0,41458.0
Georgia,GEO,1998,317.0,433.0,229.0,239.0
Ghana,GHA,1998,348.0,,304.0,145.0
Gibraltar,GIB,1998,,,,
Guinea,GIN,1998,23.0,,4.3,34.0
"Gambia, The",GMB,1998,91.0,,,
Guinea-Bissau,GNB,1998,,,,
Equatorial Guinea,GNQ,1998,,,0.4,7.0
Greece,GRC,1998,10916.0,,6188.0,1756.0
Grenada,GRD,1998,116.0,,83.0,6.0
Greenland,GRL,1998,,,,
Guatemala,GTM,1998,636.0,391.0,329.0,190.0
Guam,GUM,1998,1137.0,,,
Guyana,GUY,1998,66.0,,111.0,69.0
High income,HIC,1998,428597.79832530406,491389.21824169805,429236.123267793,417626.59064588795
"Hong Kong SAR, China",HKG,1998,7137.0,47594.0,7337.0,13474.0
Honduras,HND,1998,321.0,202.0,175.0,142.0
Heavily indebted poor countries (HIPC),HPC,1998,5634.70489796092,,2803.46638643182,3015.9528285812503
Croatia,HRV,1998,4499.0,,2733.4,600.0
Haiti,HTI,1998,147.0,,131.0,
Hungary,HUN,1998,2871.0,12317.0,3688.0,1496.0
IBRD only,IBD,1998,179719.587192139,153306.992534407,103273.095224243,72459.6898130136
IDA & IBRD total,IBT,1998,196597.22785745,194409.398091931,111650.64033696499,78462.6376084062
IDA total,IDA,1998,15612.1776540831,,8464.85044757343,
IDA blend,IDB,1998,6284.80389168665,,3277.4729855854002,
Indonesia,IDN,1998,4606.0,,4255.0,2102.0
IDA only,IDX,1998,9197.996737517129,,5275.87559407193,4185.02223077448
Isle of Man,IMN,1998,,,,
India,IND,1998,2359.0,3811.0,2949.0,1713.0
Not classified,INX,1998,,,,
Ireland,IRL,1998,6064.0,3330.0,3297.0,3015.0
"Iran, Islamic Rep.",IRN,1998,1124.0,1690.0,656.0,155.0
Iraq,IRQ,1998,45.0,,15.0,14.0
Iceland,ISL,1998,232.0,227.0,372.0,399.0
Israel,ISR,1998,1942.0,2983.0,3598.0,3233.0
Italy,ITA,1998,34933.0,17698.0,31339.0,20539.0
Jamaica,JAM,1998,1225.0,,1380.0,223.0
Jordan,JOR,1998,1772.0,1347.0,1083.0,642.0
Japan,JPN,1998,4106.0,15806.0,5664.0,35334.0
Kazakhstan,KAZ,1998,257.0,502.0,454.0,549.0
Kenya,KEN,1998,792.0,,1213.0,155.0
Kyrgyz Republic,KGZ,1998,59.0,33.0,12.0,25.0
Cambodia,KHM,1998,287.0,41.0,129.0,35.0
Kiribati,KIR,1998,5.7,,3.1,
St. Kitts and Nevis,KNA,1998,93.0,,71.0,6.0
"Korea, Rep.",KOR,1998,4250.0,3067.0,8263.0,4027.0
Kuwait,KWT,1998,77.0,1264.0,456.0,2823.0
Latin America & Caribbean (excluding high income),LAC,1998,39272.0,25444.347595125102,24593.0,22567.506599491102
Lao PDR,LAO,1998,200.0,,97.0,29.0
Lebanon,LBN,1998,631.0,,1221.0,
Liberia,LBR,1998,,,,
Libya,LBY,1998,,,23.0,423.0
St. Lucia,LCA,1998,252.0,,283.0,31.0
Latin America & Caribbean,LCN,1998,52244.63844993529,29260.618240233896,35352.316158758695,26589.6574558502
Least developed countries: UN classification,LDC,1998,5965.7109496496405,,2834.2384728466395,2708.1298123244
Low income,LIC,1998,5231.31163729971,,3531.2664419089297,2685.3015159222196
Liechtenstein,LIE,1998,59.0,,,
Sri Lanka,LKA,1998,381.0,518.0,369.0,326.0
Lower middle income,LMC,1998,38235.825435464394,34232.7776270395,21933.0846582605,12766.3926639364
Low & middle income,LMY,1998,170016.74543653202,130518.013247296,99090.55747814801,71961.79132594941
Lesotho,LSO,1998,290.0,,24.7,16.0
Late-demographic dividend,LTE,1998,123285.420688844,112923.85976204,72400.0485291537,56010.200719948196
Lithuania,LTU,1998,1416.0,3241.0,504.0,304.0
Luxembourg,LUX,1998,789.0,757.0,1634.0,1335.0
Latvia,LVA,1998,576.0,1961.0,222.0,355.0
"Macao SAR, China",MAC,1998,4517.0,,2648.0,
